,Prise
1367,176959.00149092323
1368,269459.59261832864
1369,288697.58137835783
1370,149540.2817032631
1371,295422.3084573738
1372,441937.1644714986
1373,167623.4385897368
1374,409462.48427415226
1375,245892.6279158828
1376,148797.7910624358
1377,336843.68493420543
1378,344854.18100404885
1379,144018.78570166262
1380,297031.5100950581
1381,254666.4842672372
1382,86503.10648982778
1383,160379.73959815424
1384,236271.64841965816
1385,340794.7961932569
1386,295725.84800522315
1387,334657.4879228101
1388,347296.51545177377
1389,238137.8191267433
1390,205443.57873931248
1391,219597.78502512362
1392,179712.2930344187
1393,183698.53872580072
1394,235271.26877577294
1395,336890.1786752994
1396,196080.37379051748
1397,202479.15487039377
1398,226848.9124648862
1399,320421.93056787364
1400,200434.18605815302
1401,149521.94458321176
1402,146506.9990156974
1403,165873.9642293526
1404,205273.635784168
1405,180932.65991449181
1406,182225.71885891818
1407,336488.79025526805
1408,198309.40706470943
1409,259626.73461495002
1410,169389.91751371
1411,192615.98103839747
1412,252796.9004868469
1413,180907.11694942298
1414,181703.82294900063
1415,185976.22963352155
1416,156981.14843449843
1417,280561.0152467756
1418,174253.50335723202
1419,185121.55860810698
1420,169709.45725261778
1421,231023.9722772438
1422,465888.87828779354
1423,320749.9145464417
1424,252680.06625010265
1425,206012.22128357037
1426,215743.92055231647
1427,142641.85982581336
1428,104758.18449971489
1429,218962.15406800958
1430,96164.69791447141
1431,188040.72136435265
1432,213401.9096565928
1433,163897.38864188152
1434,121830.97388205813
1435,373918.2076723595
1436,273704.88433500443
1437,166672.5326006189
1438,226523.75996417017
1439,380592.3143889683
1440,237298.62349156776
1441,179113.51671004016
1442,327181.8913836832
1443,197856.68943377837
1444,225721.9145790956
1445,196232.22859454388
1446,147501.5946555531
1447,153035.02874047877
1448,349637.99082772183
1449,173159.14427980268
1450,261263.41849570078
1451,301913.9481351312
1452,353911.30219977244
1453,402646.10784907313
1454,176221.75585313526
1455,298831.55172483093
1456,212859.79036392304
1457,260270.37966434163
1458,165517.137880126
1459,193402.5298778817
1460,231907.61771937637
1461,331665.20794356155
1462,214646.4094451938
1463,266870.5926177632
1464,205841.3603218331
1465,213235.2209135532
1466,342226.23185587267
1467,172509.77107488463
1468,261545.32602032763
1469,202806.31496625388
1470,209722.3403289593
1471,309859.10551932664
1472,292970.12978156627
1473,278888.74245405855
1474,340108.3170156578
1475,278379.24638348323
1476,328069.9191070401
1477,268003.5391125982
1478,182838.96671401002
1479,237576.95379855725
1480,200815.97056501528
1481,168953.55486184751
1482,178911.62455989557
1483,345362.7404011715
1484,303065.9864519355
1485,75423.92279292647
1486,445030.16807654564
1487,200548.38811961704
1488,238935.94055233145
1489,260442.02682677697
1490,88536.83670207749
1491,200175.99454731913
1492,237366.57161318554
1493,265873.44592229737
1494,329881.0904868577
1495,108850.28990720538
1496,178803.06807333886
1497,164297.3608954281
1498,178229.90717187466
1499,150239.16526415022
1500,232257.05917594203
1501,156440.2849460333
1502,197814.18956540962
1503,171865.94464371962
1504,170636.4386098488
1505,348331.3679559572
1506,244149.65537287475
1507,264053.7288074408
1508,314556.90309408435
1509,106371.81566753793
1510,312185.2357459837
1511,131555.34744004605
1512,225689.962020448
1513,180975.8337580741
1514,192049.96208252263
1515,282597.0591730452
1516,201170.39117976758
1517,226642.05292577908
1518,166559.34445551512
1519,166622.26771181397
1520,240653.55861309596
1521,315049.8290363179
1522,194446.14382448082
1523,204070.42278042517
1524,174376.18412839252
1525,245327.67251375376
1526,163592.79798074445
1527,190044.86941994086
1528,247799.97735284705
1529,175019.06599960057
1530,315138.22443705914
1531,235013.39821608228
1532,180790.17144808368
1533,141391.57934542498
1534,210869.01014561282
1535,347572.83174717415
1536,197168.18174967013
1537,251446.52434355998
1538,298726.74132466054
1539,440415.47627172037
1540,188100.98157349238
1541,154824.4833137463
1542,194566.92283118906
1543,154775.48333340735
1544,207527.3158943482
1545,192189.87937980721
1546,341329.41434548557
1547,177560.49683044048
1548,366035.18813660654
1549,326328.931197485
1550,158469.01148297268
1551,262250.92025087
1552,431063.0343832977
1553,312839.7932341894
1554,200824.1300591957
1555,194049.098133002
1556,141014.13424678936
1557,219771.32349555116
1558,192047.3320022438
1559,158708.85991751216
1560,337536.1814111197
1561,173080.0058205416
1562,174609.86757040868
1563,203386.44045068717
1564,222035.23935993627
1565,362222.04076665227
1566,181705.47328976807
1567,177250.63420816403
1568,245094.7606818064
1569,166669.92377903228
1570,188895.79022255994
1571,224140.3446712187
1572,110700.40995364237
1573,262826.1029803469
1574,464807.40719566814
1575,233458.3355467775
1576,244486.203752171
1577,144842.08867878784
1578,167089.76528259536
1579,229305.74236027725
1580,175238.86417559005
1581,209254.03639691853
1582,174925.48984600624
1583,164637.7082453798
1584,193377.77771990857
1585,257899.92934156334
1586,183947.85188167912
1587,222865.33510920024
1588,96439.17201582385
1589,225192.4898430449
1590,195385.04146813395
1591,287402.7358855585
1592,168397.37840507808
1593,278659.39795150113
1594,328021.28144892683
1595,387892.2933207504
1596,302421.3429150474
1597,209303.96134895118
1598,63739.50267801707
1599,217381.74782294166
1600,299845.30283161066
1601,213732.19956086855
1602,235247.03014604308
1603,169465.18724442474
1604,280181.2428592264
1605,253554.47697074868
1606,344088.30162968696
1607,164189.6740349532
1608,335248.021380768
1609,299544.79460426443
1610,173592.42071395388
1611,207623.9328383067
1612,210803.88898309667
1613,176118.77163807664
1614,359306.7028760379
1615,228738.4425580934
1616,416032.46046707657
1617,169274.48052251092
1618,294117.72012377484
1619,252220.4906741535
1620,193074.638461294
1621,362287.3760664323
1622,295862.33090498723
1623,236869.52289665642
1624,233059.97843261884
1625,209450.53485407142
1626,183749.54570826518
1627,150749.38474257768
1628,220714.88095756405
1629,161958.64653636544
1630,240095.53165866167
1631,216881.17536611887
1632,201258.0001625904
1633,164064.37531589635
1634,237161.14566133844
1635,293838.22401227226
1636,260631.55273499645
1637,174717.3605874303
1638,197896.62189980928
1639,367101.16285410535
1640,180630.81998018746
1641,196770.2794175494
1642,269764.5893373741
1643,195080.6549480693
1644,556416.5662907447
1645,236241.5662194484
1646,150766.20965050175
1647,135527.82637365223
1648,197376.24915448247
1649,231558.43277778532
1650,173598.94553609143
1651,227535.86859077986
1652,195762.0489828584
1653,298142.13153124845
1654,256279.30330581797
1655,254633.20676565237
1656,212210.12999740717
1657,309453.3749214251
1658,206847.59738264678
1659,200949.0130436713
1660,167948.93579052616
1661,378842.04490156996
1662,252812.46197800554
1663,210930.13020663723
1664,195374.85335603738
1665,305498.40757786337
1666,91974.42208332563
1667,193306.92028457666
1668,169771.31640419
1669,178536.26696584918
1670,112566.37422093525
1671,138942.08265075015
1672,322858.53464871115
1673,340720.2077062563
1674,244148.28243976278
1675,340954.218743334
1676,320630.5706532306
1677,228751.19006784388
1678,251446.62182202848
1679,216694.7228049458
1680,279222.24079672084
1681,207564.764247772
1682,235859.28259882622
1683,299011.8128923767
1684,166180.00304174723
1685,186362.9096344671
1686,188510.40207839137
1687,176203.01982782583
1688,336221.2804695829
1689,276001.93409679964
1690,256702.72988734167
1691,162110.3188229821
1692,247078.7677023572
1693,170935.35409803616
1694,226213.2491088536
1695,159661.18122366045
1696,363430.9186608746
1697,215110.258633103
1698,311045.1138540304
1699,260163.12603966307
1700,188424.26463177038
1701,172472.62977870827
1702,245948.96126210302
1703,178446.93580576417
1704,169638.33101690604
1705,204168.28066437796
1706,164158.91827075926
1707,187310.13279222048
1708,248896.67802966147
1709,174210.47481794114
1710,182325.57921406042
1711,194126.5018395074
1712,342151.9536225767
1713,194221.42455105696
1714,332310.5964827182
1715,288683.1008014779
1716,213400.873159843
1717,213045.9196445917
1718,169906.5101028185
1719,178697.1955186099
1720,171205.99001322113
1721,426053.3822067989
1722,242686.96765545598
1723,193893.44873296225
1724,522258.99878067017
1725,162531.54112931155
1726,161074.55194642267
1727,414059.0335051178
1728,149217.57414347547
1729,220015.10746812745
1730,177929.01583081647
1731,258520.6213753586
1732,223189.3911156234
1733,294043.530817363
1734,190239.71830177892
1735,165809.27490527846
1736,185225.15191803745
1737,284721.48418344656
1738,228259.80479939946
1739,201942.0678249965
1740,359770.16846939194
1741,112111.15842843032
1742,209983.0392635359
1743,176708.3232037867
1744,204583.5630204772
1745,180710.26557519782
1746,212553.01907255454
1747,241983.91958104452
1748,292804.2090683571
1749,192472.93997047137
1750,186151.56041986466
1751,143180.6287775305
1752,221438.7407489854
1753,193360.9214050301
1754,128502.69528610706
1755,178142.84042631506
1756,171178.54238358114
1757,262865.86221823987
1758,160415.8198367706
1759,303129.3789664289
1760,163688.576544518
1761,242115.08104956415
1762,414313.1270336835
1763,161337.68948800117
1764,401040.343799705
1765,232236.0903942882
1766,313190.7984078406
1767,230561.37899269184
1768,198103.25180138776
1769,200297.17958875984
1770,413020.6673079781
1771,109093.63974248953
1772,222014.2180357311
1773,156679.96922450064
1774,122468.95248564864
1775,215476.35661913146
1776,151367.98073958955
1777,411585.935743544
1778,177576.6463576025
1779,286142.3890977694
1780,183227.3576747094
1781,169987.83402851078
1782,213081.41463007222
1783,144308.12006565032
1784,223429.27133617012
1785,160368.33777804198
1786,170290.053070529
1787,116052.58922265873
1788,189142.9987067703
1789,211041.53641449916
1790,192899.8106657375
1791,171276.97374143975
1792,199258.24358160916
1793,202709.22429734404
1794,276946.7643840926
1795,204502.53081118927
1796,176515.2713923054
1797,138120.7499404297
1798,299551.65841345786
1799,109226.4753650144
1800,171128.7029566937
1801,238021.9310084071
1802,235962.68087504388
1803,150703.31881999737
1804,238254.5041617296
1805,185598.52234568098
1806,216331.59998375116
1807,116735.70833615445
1808,183125.20662633475
1809,300635.0373223832
1810,233201.71935770378
1811,305638.67590063286
1812,239975.59807759654
1813,190088.36530353138
1814,283957.2411171287
1815,174831.74739448904
1816,199023.9967714008
1817,147575.684324097
1818,245627.31313174363
1819,252248.0691394788
1820,274208.39154804056
1821,184259.3394635375
1822,410471.2437866791
1823,121121.09972760857
1824,281976.89763840614
1825,355370.31762905366
1826,212725.78376021222
1827,195839.92409542005
1828,367636.0978880107
1829,232831.06674285076
1830,331492.2994179677
1831,177850.9859808022
1832,186544.30676661895
1833,210883.2739559461
1834,166801.70379830402
1835,261842.6189080381
1836,364599.075559848
1837,168025.8756274526
1838,274287.8632745162
1839,196876.930280379
1840,292657.66520857817
1841,242953.6624490484
1842,139806.16546837788
1843,193730.29775832797
1844,160480.24488301744
1845,163047.54607937034
1846,294677.6358302231
1847,260896.06386315636
1848,310841.1062320386
1849,259760.48449546698
1850,280968.718585005
1851,221871.7876366823
1852,184037.57284706243
1853,147136.4642804106
1854,218512.75548676323
1855,446408.96261121525
1856,178644.59984933175
1857,139325.44580609165
1858,188374.7600694208
1859,167463.51529753735
1860,155658.7647664335
1861,223697.0549943317
1862,293626.2561896103
1863,332359.6244186085
1864,190054.254460046
1865,165119.02365226843
1866,202244.21681163326
1867,303321.1933062846
1868,211461.15953586096
1869,336683.93774775864
1870,203721.6384201735
1871,178382.6207067582
1872,370269.94476194057
1873,256280.8284284509
1874,242416.9049566064
1875,180143.0885837787
1876,402337.49349938973
1877,179401.79651399018
1878,210233.37358288985
1879,179717.83917413774
1880,195258.18796688682
1881,386017.59543030383
1882,166811.9552248522
1883,280466.2282205765
1884,229009.97803712732
1885,159214.75594557062
1886,187090.88641233873
1887,172023.33839752927
1888,322211.76845898083
1889,122848.81993195652
1890,269255.60905425524
1891,217194.44392773876
1892,310581.04805447947
1893,147128.66896898707
1894,195173.58483960555
1895,146094.9384021469
1896,156055.35768770947
1897,341832.51721465896
1898,204679.03230815442
1899,204899.94265469315
1900,182982.82568488616
1901,170207.0511595323
1902,173457.68048311406
1903,313011.7092421977
1904,172908.8264483718
1905,212361.21022932808
1906,358070.7352887965
1907,241261.9713768321
1908,211217.82393440185
1909,165296.83502909227
1910,277268.31801906374
1911,273984.78176018805
1912,147573.65565647732
1913,172020.31190124215
1914,280032.8005003217
1915,188330.9903273773
1916,365886.0739294607
1917,173437.15950101145
1918,179008.17679640275
1919,335833.3723151385
1920,130559.93880423967
1921,351679.54681368713
1922,276650.6583593362
1923,369159.1503802377
1924,209862.54328381157
1925,271262.4245127514
1926,351482.4377972222
1927,205386.33061970092
1928,219229.66950313203
1929,557699.1508833641
1930,222449.13347179134
1931,120347.1088012213
1932,163947.11948747307
1933,227841.53933754773
1934,332356.6763998093
1935,366485.92583296506
1936,148501.1160120457
1937,268520.6522793103
1938,153336.42807603127
1939,247115.68144680484
1940,242963.52996246386
1941,301537.2848999526
1942,174014.68031564247
1943,233370.77256568326
1944,164503.83288223637
1945,201096.64706728436
1946,178372.04639961524
1947,184267.5132092761
1948,223274.8390411181
1949,151766.4044379921
1950,179109.11410329002
1951,115981.61190426488
1952,163359.1469977546
1953,169082.501954666
1954,106837.47218362273
1955,234373.66000004637
1956,168062.55332124842
1957,283648.89997713186
1958,306476.9014522707
1959,190718.07598853315
1960,195636.64442005474
1961,198372.1569414619
1962,218288.71702425968
1963,147809.4247307631
1964,274144.06030364544
1965,272226.70503755356
1966,178993.70290532708
1967,129777.21705855377
1968,302132.2325363006
1969,180262.93492873933
1970,163465.263689098
1971,179472.8619077351
1972,148151.5589434857
1973,262524.04625143774
1974,172851.46214891045
1975,133224.2768901962
1976,143566.81530762138
1977,335530.0886900959
1978,209319.400060947
1979,184739.4880626949
1980,175778.4146834251
1981,238572.60034954015
1982,181910.56652766443
1983,185068.19814699204
1984,160814.9371393582
1985,186899.56689423887
1986,180910.5325760618
1987,145408.1114959181
1988,292079.50151878817
1989,470516.8049168684
1990,192763.56732989606
1991,159744.49439599717
1992,351705.5178002858
1993,215400.63353265528
1994,333187.9023518176
1995,132991.59125609545
1996,182427.6512197135
1997,212571.13451097984
1998,209052.31982955532
1999,218820.33453398925
2000,137321.24034010893
2001,325666.8736280305
2002,163514.5513431349
2003,246190.39340386173
2004,197192.52907705915
2005,271077.6272268328
2006,259467.03978987987
2007,374606.6898785341
2008,139948.1123531302
2009,221623.9162778402
2010,350615.7312666096
2011,301490.2348901419
2012,362014.75562497537
2013,169387.0472475751
2014,202455.70201295306
2015,284106.3081051099
2016,168043.83749572176
2017,382671.9983967673
2018,337255.4033682151
2019,242726.57992965766
2020,200173.7197459423
2021,242844.32273046047
2022,255401.5464094945
2023,186056.8024663626
2024,340234.28784187534
2025,396756.0922335531
2026,184630.55681481675
2027,364906.74516993534
2028,206275.93180713512
2029,392034.83022692363
2030,294970.19898818474
2031,225035.76624554506
2032,216107.46267193844
2033,253785.93870539023
2034,167428.09428431097
2035,149125.88809735552
2036,445588.28823519003
2037,205327.72282409394
2038,203228.0968140401
2039,264007.1606592587
2040,143862.11527755903
2041,185311.37912939666
2042,161476.27980026483
2043,262745.25215154304
2044,237566.98066823147
2045,217307.97487867496
2046,368063.062755109
2047,227393.888573225
2048,178187.30469537128
2049,372222.57953370514
2050,235941.56115430128
2051,149788.46797961585
2052,222363.1520926365
2053,166289.83800133812
2054,235285.0851973609
2055,311570.7664325919
2056,304495.59474017733
2057,172608.58968502254
2058,237268.59256732668
2059,203667.20231618523
2060,252446.0254863092
2061,191012.32632195868
2062,245255.0053498737
2063,281376.3311162773
2064,304296.1363029487
2065,228087.4288629842
2066,194789.1686917773
2067,132295.33298573832
2068,332474.3362561785
2069,327582.35872266063
2070,299355.6131435938
2071,302904.70286807505
2072,331248.4125047327
2073,179520.3134825973
2074,273654.15598724916
2075,204576.48371601623
2076,177643.65968979508
2077,223993.16876245986
2078,494362.7503432114
2079,235896.65626157413
2080,248070.751365651
2081,314531.13151704404
2082,175084.02067999615
2083,322782.38274518226
2084,183030.19463426323
2085,167893.59348870924
2086,379975.2455927021
2087,201855.12181284526
2088,266832.55906224856
2089,163496.73399212287
2090,261922.98949650757
2091,247864.19100833844
2092,199497.10040200074
2093,270214.34891027265
2094,235150.67160044375
2095,188429.62970551883
2096,169191.2236546482
2097,186789.40060205694
2098,419254.7019977135
2099,170484.53910245563
2100,139076.03871798576
2101,204701.6577318828
2102,174659.89737511706
2103,288596.7651158173
2104,233179.85736678386
2105,138357.16643287035
2106,181275.86572877775
2107,350575.7408933341
2108,199454.66941407934
2109,250727.81926150658
2110,370521.92019341514
2111,210943.59358299625
2112,174075.695246306
2113,236049.9218035717
2114,228845.3343531874
2115,220688.61063590774
2116,211002.13675326607
2117,449879.2873081303
2118,187480.9136888065
2119,127003.6127943877
2120,245803.6471820423
2121,350698.19152513164
2122,204710.39622533138
2123,117188.06992273148
2124,112002.52128523708
2125,157324.8100074839
2126,274001.8162447982
2127,262876.48008255986
2128,166537.4718095846
2129,162270.08222289645
2130,434478.17870951566
2131,157654.66816968663
2132,260298.70688142226
2133,144694.62480254992
2134,201742.79906352126
2135,149611.7186418456
2136,183938.2250962544
2137,227036.4829845946
2138,289013.802981238
2139,188494.75195787466
2140,203625.16358636736
2141,251157.7472653585
2142,385664.3521479146
2143,431656.185111296
2144,202455.70201295306
2145,355589.57899907173
2146,165180.43194800304
2147,281670.33968226664
2148,214736.2530620383
2149,194411.64364829048
2150,311335.4490714826
2151,199316.522008251
2152,266081.66502232855
2153,238144.30328318386
2154,227481.51620812077
2155,210432.39682540292
2156,413509.1035746387
2157,205425.03768432554
2158,170999.0286255744
2159,184240.90077239613
2160,225479.4110469853
2161,311391.0534176729
2162,151218.88110755433
2163,158940.50625581061
2164,261599.32292358388
2165,168134.22028739366
2166,169190.45010417406
2167,383107.00684793177
2168,224741.76919547297
2169,275316.74913990806
2170,260227.51999840568
2171,301885.97057022253
2172,100454.25226377307
2173,143060.50612273396
2174,157331.8960777767
2175,157496.12026051024
2176,220910.8869805853
2177,69334.11507930077
2178,412304.73210949707
2179,156102.8757486546
2180,114629.35508461462
2181,216873.5834526116
2182,175960.4882425739
2183,248243.70389477292
2184,192075.25632931458
2185,199867.7679226992
2186,192588.51269661527
2187,423171.6899157361
2188,261554.7853407603
2189,250197.4243071354
2190,215592.22476976732
2191,183434.0014020021
2192,291255.5929991504
2193,255408.77062406967
2194,334044.2152493434
2195,211020.11984518397
2196,203425.65952902747
2197,306132.82208187727
2198,194108.98070309593
2199,287509.83517153
2200,130474.00994038496
2201,235583.1633936981
2202,399560.2478803113
2203,274376.82970467285
2204,414056.15869936085
2205,240878.6432090999
2206,196939.98077155784
2207,189617.53753869177
2208,233412.72400005438
2209,146388.34066794254
2210,181436.63712856505
2211,122183.33058621679
2212,348289.239910149
2213,182619.0752528038
2214,204455.272565736
2215,243149.23545307116
2216,131102.62894651815
2217,261803.08188900302
2218,159759.8678678139
2219,195140.71469326993
2220,171654.86483419896
2221,198879.1192035287
2222,160407.5447026823
2223,200121.39911758126
2224,251652.68488124365
2225,295948.71111078345
2226,192390.96142112988
2227,157777.11190208278
2228,451572.82307441614
2229,76118.40337788484
2230,155758.83458743797
2231,269092.8250407563
2232,222451.24495915402
2233,322409.0187712941
2234,248522.89124509666
2235,302026.9618137317
2236,188405.05142410923
2237,108311.83329861364
2238,307413.9450078658
2239,334068.7695968998
2240,278457.93009373813
2241,312592.0118863581
2242,246633.90473857382
2243,237758.09240926028
2244,107209.01183470062
2245,172694.96452938422
2246,179447.77591312327
2247,383460.8567623959
2248,246906.89879358513
2249,183016.46647451294
2250,252553.36068522756
2251,177188.64805937343
2252,252363.8014761628
2253,321187.504251846
2254,152843.36852508367
2255,185772.92779398858
2256,189333.36093482692
2257,220643.39770152495
2258,168398.09080621632
2259,413399.4296718246
2260,167796.3200856222
2261,148229.39604669876
2262,104755.48859515764
2263,336120.8627363553
2264,131918.71823804913
2265,164689.0416327625
2266,290541.7616841233
2267,221772.48529106122
2268,148532.2366666558
2269,195719.2377023806
2270,290523.0121415825
2271,250409.248668207
2272,259238.71407081178
2273,436388.0578570747
2274,180190.00556872826
2275,176431.1423658232
2276,161891.68892528495
2277,180133.24584888312
2278,338898.5862277138
2279,258426.38791627006
2280,375826.2877682697
2281,194070.89469928914
2282,196412.80814781325
2283,325836.12689151114
2284,367466.52343081636
2285,170373.5282454711
2286,189123.84218406372
2287,195265.49620927288
2288,154538.0654121426
2289,207846.65991933763
2290,116227.45280557348
2291,193152.23853771776
2292,244797.93232117657
2293,231425.6829695105
2294,205021.98846288866
2295,207473.7554988791
2296,314306.6381150196
2297,239701.5218568949
2298,165654.48017744577
2299,239440.39109094857
2300,179618.98634647793
2301,232614.4240217097
2302,180549.78054355356
2303,271037.48262611066
2304,196680.0117258763
2305,168336.07535121698
2306,187162.99564458773
2307,138265.91720068344
2308,124330.60002594639
2309,184367.8890843196
2310,282106.61244045605
2311,349695.0251361599
2312,298588.92393905553
2313,241362.73291877855
2314,294845.5135148673
2315,254490.58412354375
2316,182526.9748584942
2317,272399.80372355337
2318,415534.51682477
2319,114610.43225451601
2320,238266.07681495632
2321,478244.8930730674
2322,143799.83330957443
2323,260431.40968097383
2324,82157.59465320261
2325,99593.33869922931
2326,368108.123710781
2327,243169.54676524777
2328,248758.02429241082
2329,161512.36251176064
2330,199691.39987434648
2331,219890.03916811757
2332,207275.64248668082
2333,341450.5788378097
2334,191252.6661502311
2335,154735.05455684706
2336,191891.70839011096
2337,343701.78088333696
2338,278593.88143299404
2339,167819.17677468073
2340,221403.96065758416
2341,149615.58076868192
2342,215217.60305864594
2343,182611.7535980435
2344,184845.3185230846
2345,254493.3719780295
2346,231268.25843170087
2347,216447.70690326503
2348,149711.10070098093
2349,230135.03022469828
2350,55489.973800131884
2351,200814.4992768059
2352,237142.96462439682
2353,235547.24009315716
2354,272148.1030805819
2355,316523.05749886937
2356,178334.55369176442
2357,205172.04026301616
2358,221964.55064066476
2359,158965.08696391128
2360,102599.60845599856
2361,164489.21048399818
2362,219761.4086546589
2363,187551.93047063588
2364,258426.38791627006
2365,402510.2378346306
2366,215591.58071822693
2367,281750.02190377685
2368,353984.9363184674
2369,375258.02447281365
2370,182322.9348903287
2371,113007.40904320413
2372,306749.7592270224
2373,210648.37916588288
2374,301537.2848999526
2375,235330.4169579432
2376,204776.4672542913
2377,203510.17435655877
2378,142197.3755801256
2379,385634.0051000283
2380,203697.0881664092
2381,174829.57577740686
2382,216150.4572436649
2383,290936.6738394005
2384,147070.12866696808
2385,213481.08733581635
2386,233412.72400005438
2387,247589.05740145218
2388,247135.42758603717
2389,203401.0795432576
2390,193368.10130160186
2391,299528.94060938334
2392,401233.4574110602
2393,128038.65928468767
2394,161057.68788567925
2395,187779.1542550569
2396,128971.55794540385
2397,171251.9194968046
2398,314428.7077763782
2399,149004.7202641017
2400,348494.1263450791
2401,180075.9936627208
2402,157452.77177345575
2403,263965.0360394996
2404,185640.64482688627
2405,220231.2667954384
2406,268943.66505897505
2407,391518.278557406
2408,266603.12200678635
2409,344879.2589691753
2410,270423.1143332829
2411,233554.4395877166
2412,70883.74875135101
2413,374789.31949182216
2414,134156.1186142429
2415,111600.27059575963
2416,197414.7189201251
2417,184990.36093238078
2418,161566.30232533463
2419,166480.63605306548
2420,104751.64034466619
2421,192025.1089963769
2422,130199.57114528486
2423,258048.00714174035
2424,308749.4925178732
2425,308233.655589647
2426,210618.24522612483
2427,292893.92787569837
2428,212892.34191272876
2429,244853.50271255575
2430,219127.8462291296
2431,212622.17152134015
2432,178169.77958949236
2433,197869.7160261055
2434,150405.57613426165
2435,117719.67473534607
2436,348204.17136179574
2437,180485.00302386246
2438,258494.26455560097
2439,204889.4321331436
2440,358263.99511783407
2441,170568.92732381434
2442,197855.4624420461
2443,249491.4240503657
2444,294112.7444091741
2445,235150.67160044375
2446,188330.3508088819
2447,275773.28258067014
2448,209229.11701430223
2449,377272.4000163555
2450,252807.70143706948
2451,226073.34733757665
2452,234816.34059669648
2453,356656.88054112584
2454,146241.6286348584
2455,179360.22387198472
2456,278688.2932498651
2457,338982.4129832976
2458,296337.64040215855
2459,172112.0402054843
2460,230409.30860602017
2461,169355.6296102867
2462,245419.17739867733
2463,322858.53464871115
2464,354255.49303020537
2465,197896.62189980928
2466,117569.5014904195
2467,253425.12719263558
2468,253106.17632482797
2469,207298.77177159392
2470,175753.23123907103
2471,213926.93195528345
2472,202598.66448887132
2473,260171.99525820275
2474,298733.2914341958
2475,183771.15226975194
2476,161688.218827461
2477,215955.97812457234
2478,161088.55467513076
2479,124574.1293189478
2480,358522.9556713757
2481,284341.51036076434
2482,263415.70658089576
2483,259187.0041639231
2484,273124.7095486162
2485,333903.24341678683
2486,375399.5115076511
2487,170285.0683823756
2488,192119.42059849357
2489,375629.4253360657
2490,211905.46632428453
2491,239876.82741356464
2492,182418.1005340682
2493,281176.4302026287
2494,337013.1424853417
2495,171649.28036337157
2496,188359.5065565472
2497,194473.3578816962
2498,267454.47164894344
2499,197714.17122811684
2500,257440.3418757109
2501,185389.96166516125
2502,163816.58274050307
2503,191539.59275974374
2504,194203.99128675924
2505,317387.648093509
2506,129814.72993699979
2507,223149.30212788246
2508,171151.24821020482
2509,293845.9643242736
2510,166425.09507857895
2511,277866.5004515067
2512,268917.6322561474
2513,431376.4381457664
2514,291221.1020877535
2515,192334.8671633194
2516,186986.35221725132
2517,77681.73391334305
2518,199318.82492270603
2519,189718.0291507314
2520,359613.99676277034
2521,178693.3814652013
2522,324514.3208073818
2523,171484.7675186379
2524,171626.49601512658
2525,123670.0015096701
2526,388606.9944676259
2527,311228.8352787958
2528,149905.57919421562
2529,200307.05561915322
2530,267002.0646979566
2531,183773.5697504761
2532,169484.9877234917
2533,391309.9468090134
2534,358688.75199771137
2535,324511.4560476151
2536,116044.8568952203
2537,310872.8520323171
2538,250308.27221482713
2539,271012.23834141105
2540,181949.79132491426
2541,381034.0391745702
2542,164735.15709025957
2543,180557.82112539915
2544,275890.63854007516
2545,411970.62706001924
2546,211306.08922908868
2547,181528.3767217771
2548,212238.4400146221
2549,502030.79436056525
2550,181021.5416259988
2551,316009.0296817517
2552,207594.25776442015
2553,165422.68534466554
2554,301376.92189888004
2555,282827.24180439
2556,243344.67768312548
2557,158997.06309553416
2558,168155.33881095616
2559,375840.96644344786
2560,174958.29307399635
2561,460513.53716000734
2562,212452.2886607509
2563,261393.02398023667
2564,298650.403766184
2565,332182.69463356835
2566,186082.57086283359
2567,270057.9832601677
2568,165727.65050038538
2569,198680.42029007705
2570,163963.10864890504
2571,295142.64472554706
2572,199510.83831791344
2573,204185.78327543873
2574,177911.55125392883
2575,179614.76779640265
2576,428005.63443137176
2577,273534.8194284947
2578,145873.86122450622
2579,200238.92191787163
2580,298857.67870470596
2581,193972.60024679953
2582,301667.2374450575
2583,298401.3103657887
2584,119103.72463368671
2585,199648.29749833798
2586,238513.8602132856
2587,269665.14610628336
2588,261591.3208507448
2589,324706.6949447319
2590,190235.7230978647
2591,189777.31860893616
2592,298046.47259528213
2593,335772.06010452064
2594,409623.63725080894
2595,192220.89393434135
2596,195043.87487950883
2597,208287.5010922986
2598,253102.85345375878
2599,329963.83761764516
2600,151351.64443977634
2601,195289.2027038169
2602,166835.1051953106
2603,168504.61303018712
2604,158321.6529757658
2605,141502.6503815739
2606,169461.33539165984
2607,176313.08027970855
2608,230026.33685436554
2609,194349.64761897165
2610,294702.6380309186
2611,167329.1283496361
2612,181871.6668600243
2613,380192.4137815186
2614,361808.9516751509
2615,175832.40331382843
2616,336720.9667749843
2617,250606.69427135756
2618,184318.99034099982
2619,179489.64800469042
2620,203170.8674274102
2621,235584.9935599676
2622,254244.13579384884
2623,140454.89481073502
2624,237747.551307983
2625,304965.33027116524
2626,181346.6906148412
2627,382923.14105090784
2628,182091.7632860573
2629,188154.3109472718
2630,441587.0311416818
2631,171718.3835227199
2632,215673.79363055903
2633,166301.74082171367
2634,131579.97172694953
2635,140956.23199434986
2636,157246.6736390825
2637,112544.24707705612
2638,264021.404964638
2639,143306.8689668198
2640,130213.40544052664
2641,243898.6967756768
2642,220627.13448294345
